epoch,num_epochs,batch,num_batchs,train_loss,train_acc,train_speed,time
1,100,30,30,0.21287,0.94384,191015.1,3.952566385269165
2,100,30,30,0.00168,1.0,128535.6,5.873857259750366
3,100,30,30,0.00085,1.0,96856.7,7.795023918151855
4,100,30,30,0.00059,1.0,77666.8,9.721017837524414
5,100,30,30,0.00049,1.0,64814.9,11.648547172546388
6,100,30,30,0.0004,1.0,55628.5,13.57218623161316
7,100,30,30,0.00035,1.0,48743.7,15.489179849624634
8,100,30,30,0.00032,1.0,43362.9,17.411214590072632
9,100,30,30,0.00025,1.0,39041.5,19.33841896057129
10,100,30,30,0.00023,1.0,35511.1,21.26098656654358
11,100,30,30,0.00019,1.0,32581.5,23.172683238983154
12,100,30,30,0.00019,1.0,30093.6,25.08842706680298
13,100,30,30,0.00017,1.0,27971.0,26.99220538139344
14,100,30,30,0.00015,1.0,26124.9,28.89958381652832
15,100,30,30,0.00013,1.0,24502.1,30.813735723495483
16,100,30,30,0.00012,1.0,23070.6,32.72556805610657
17,100,30,30,0.00012,1.0,21791.3,34.64687943458557
18,100,30,30,0.00012,1.0,20654.0,36.55465984344482
19,100,30,30,0.0001,1.0,19624.6,38.47217869758606
20,100,30,30,9e-05,1.0,18694.6,40.38588762283325
21,100,30,30,9e-05,1.0,17850.7,42.29529428482056
22,100,30,30,9e-05,1.0,17075.6,44.21505928039551
23,100,30,30,8e-05,1.0,16368.7,46.12465763092041
24,100,30,30,7e-05,1.0,15721.8,48.02238726615906
25,100,30,30,7e-05,1.0,15117.9,49.94088697433472
26,100,30,30,6e-05,1.0,14556.5,51.86680269241333
27,100,30,30,6e-05,1.0,14037.1,53.78602170944214
28,100,30,30,6e-05,1.0,13552.3,55.7099027633667
29,100,30,30,5e-05,1.0,13102.6,57.62232065200806
30,100,30,30,5e-05,1.0,12682.9,59.52900838851929
31,100,30,30,5e-05,1.0,12289.1,61.43680453300476
32,100,30,30,5e-05,1.0,11920.5,63.33652687072754
33,100,30,30,5e-05,1.0,11575.2,65.22561240196228
34,100,30,30,4e-05,1.0,11246.4,67.13231348991394
35,100,30,30,4e-05,1.0,10936.9,69.0320611000061
36,100,30,30,4e-05,1.0,10644.2,70.93047738075256
37,100,30,30,4e-05,1.0,10365.9,72.8347818851471
38,100,30,30,3e-05,1.0,10102.2,74.73625183105469
39,100,30,30,4e-05,1.0,9851.8,76.63560962677002
40,100,30,30,4e-05,1.0,9613.4,78.53633165359497
41,100,30,30,3e-05,1.0,9385.2,80.44561505317688
42,100,30,30,3e-05,1.0,9168.9,82.34362244606018
43,100,30,30,3e-05,1.0,8962.2,84.2428138256073
44,100,30,30,3e-05,1.0,8764.7,86.14121103286743
45,100,30,30,3e-05,1.0,8575.5,88.04162263870239
46,100,30,30,3e-05,1.0,8393.7,89.9488377571106
47,100,30,30,3e-05,1.0,8220.7,91.84110975265504
48,100,30,30,3e-05,1.0,8054.3,93.73870301246644
49,100,30,30,2e-05,1.0,7894.2,95.63926839828493
50,100,30,30,3e-05,1.0,7740.1,97.5439281463623
51,100,30,30,2e-05,1.0,7591.7,99.45065188407898
52,100,30,30,2e-05,1.0,7449.5,101.349529504776
53,100,30,30,2e-05,1.0,7312.6,103.2470726966858
54,100,30,30,2e-05,1.0,7180.6,105.14441561698914
55,100,30,30,2e-05,1.0,7052.5,107.0548644065857
56,100,30,30,2e-05,1.0,6929.1,108.96074557304382
