epoch,train loss,train acc,test acc,time
44,0.77513,0.7,0.60556,17.32526469230652
45,0.80014,0.66111,0.5858,17.63264536857605
46,0.77976,0.66667,0.59815,17.941009283065796
47,0.74827,0.7,0.63148,18.250216722488403
48,0.72301,0.71667,0.62469,18.558751106262207
49,0.7043,0.73333,0.61173,18.864619493484497
50,0.68422,0.72778,0.61852,19.16957902908325
51,0.74132,0.67778,0.63951,19.477076053619385
52,0.68528,0.72778,0.61111,19.78194761276245
53,0.7409,0.68333,0.64877,20.091835975646973
54,0.64894,0.75,0.64321,20.39970231056213
55,0.71821,0.71111,0.62901,20.705976009368896
56,0.65053,0.71111,0.61111,21.0125470161438
57,0.66595,0.72222,0.66667,21.32034802436829
58,0.62888,0.73333,0.62654,21.63110375404358
59,0.64365,0.74444,0.67099,21.93844771385193
60,0.58854,0.75556,0.62901,22.245973825454712
61,0.62627,0.72778,0.64691,22.553048849105835
62,0.60235,0.77778,0.66358,22.86129212379456
63,0.57268,0.80556,0.67284,23.169360399246216
64,0.5467,0.76667,0.6821,23.47390651702881
65,0.56558,0.77778,0.66852,23.78290724754333
66,0.54659,0.77222,0.66543,24.092048168182373
67,0.54474,0.78333,0.67901,24.39962244033813
68,0.57095,0.78333,0.63395,24.708044052124023
69,0.70283,0.73333,0.67593,25.01567411422729
70,0.51038,0.82222,0.64444,25.32506823539734
71,0.53714,0.77778,0.67593,25.63280940055847
72,0.49878,0.81111,0.66605,25.93748664855957
73,0.50732,0.77778,0.70247,26.246638774871823
74,0.43837,0.82222,0.67963,26.55201196670532
75,0.44413,0.78889,0.68704,26.85704016685486
76,0.42555,0.81667,0.6537,27.165953874588013
77,0.47663,0.79444,0.68457,27.47540545463562
78,0.3736,0.85,0.66049,27.78542709350586
79,0.49198,0.79444,0.68642,28.0952537059784
80,0.40093,0.82778,0.65309,28.4038302898407
81,0.48559,0.79444,0.7,28.713050365448
82,0.40293,0.83889,0.68519,29.023325443267822
83,0.43772,0.86111,0.68704,29.328633308410645
84,0.33819,0.87222,0.65988,29.6340115070343
85,0.4819,0.79444,0.68642,29.940995693206787
86,0.38715,0.84444,0.72469,30.248554944992065
87,0.34322,0.86111,0.6963,30.55728125572205
88,0.44004,0.82778,0.71481,30.865541219711304
89,0.2846,0.89444,0.66481,31.17616271972656
90,0.40951,0.83889,0.67346,31.48393607139588
91,0.34437,0.85556,0.6784,31.793072938919067
92,0.40755,0.85,0.70123,32.0982928276062
93,0.30319,0.86111,0.66975,32.4080286026001
94,0.47754,0.79444,0.70062,32.71492791175842
95,0.27496,0.88333,0.69815,33.02431893348694
96,0.25847,0.89444,0.67531,33.33458709716797
97,0.39571,0.85,0.69815,33.640018939971924
98,0.28069,0.87222,0.69568,33.947458028793335
99,0.31381,0.86111,0.70864,34.25704908370972
100,0.32292,0.87222,0.71111,34.5659875869751
101,0.34813,0.86111,0.73148,34.87190341949463
102,0.22853,0.91667,0.70309,35.181928873062134
103,0.2792,0.88333,0.69259,35.491687059402466
104,0.27952,0.88333,0.71235,35.79706811904907
105,0.26143,0.91111,0.72963,36.10193562507629
106,0.20877,0.92222,0.73086,36.41025638580322
107,0.22936,0.92222,0.74136,36.71907663345337
108,0.25172,0.91111,0.71296,37.027703285217285
109,0.33145,0.87222,0.73086,37.33684277534485
110,0.19114,0.95,0.7216,37.64437651634216
111,0.21648,0.91667,0.69136,37.949440002441406
112,0.18755,0.89444,0.69198,38.25767183303833
113,0.23272,0.92222,0.70309,38.56540584564209
114,0.20057,0.93889,0.70432,38.87357449531555
115,0.15526,0.93889,0.7142,39.17911148071289
116,0.17998,0.92222,0.72901,39.48463034629822
117,0.21361,0.93889,0.72963,39.7945716381073
118,0.12668,0.94444,0.71481,40.1032338142395
119,0.17765,0.91111,0.73765,40.4088990688324
120,0.12258,0.96111,0.72593,40.71879243850708
121,0.19675,0.90556,0.72901,41.027337074279785
122,0.20445,0.93889,0.72654,41.332866191864014
123,0.10821,0.95556,0.71852,41.63841104507446
124,0.17763,0.92222,0.73272,41.947425365448
125,0.08143,0.97222,0.72716,42.25454115867615
126,0.14848,0.95,0.73765,42.56450128555298
127,0.10952,0.96667,0.74136,42.87374401092529
128,0.16346,0.95556,0.73765,43.17913842201233
129,0.11408,0.96111,0.73457,43.48907589912415
130,0.08651,0.97222,0.74753,43.7982132434845
131,0.0737,0.98333,0.72963,44.10600566864014
132,0.08446,0.97222,0.73827,44.4155387878418
133,0.07328,0.97778,0.73395,44.72562503814697
134,0.08483,0.96667,0.73889,45.03561019897461
135,0.0594,0.98889,0.73765,45.34611439704895
136,0.09416,0.96111,0.74198,45.65612554550171
137,0.06436,0.97222,0.72778,45.96218991279602
138,0.05195,0.98333,0.7321,46.26734709739685
139,0.05895,0.97222,0.7321,46.57629895210266
140,0.12784,0.96111,0.7321,46.88669776916504
141,0.06061,0.97222,0.74321,47.195744037628174
142,0.07607,0.96667,0.7463,47.50617790222168
143,0.11102,0.96111,0.72037,47.81726884841919
144,0.1054,0.96111,0.74074,48.1230058670044
145,0.09743,0.97222,0.73086,48.43194270133972
146,0.04216,0.99444,0.71296,48.737629413604736
147,0.07283,0.97222,0.73272,49.0438916683197
148,0.04861,0.98333,0.74321,49.349552154541016
149,0.05802,0.96667,0.73951,49.65930771827698
150,0.0351,0.98889,0.73395,49.96952772140503
151,0.08679,0.96667,0.75185,50.27505350112915
152,0.03442,0.98889,0.74136,50.585180044174194
153,0.07279,0.96111,0.73395,50.89580202102661
154,0.04743,0.97778,0.71975,51.203561544418335
155,0.08129,0.97222,0.73025,51.51244497299194
156,0.05282,0.98333,0.74444,51.818254232406616
157,0.03173,1.0,0.73086,52.12818741798401
158,0.11868,0.96111,0.72901,52.4347460269928
159,0.08708,0.95556,0.73086,52.74058866500855
160,0.06952,0.97778,0.73765,53.04738926887512
161,0.13463,0.95556,0.73704,53.35633969306946
162,0.18306,0.96111,0.75185,53.66194677352905
163,0.13017,0.95,0.75494,53.97256422042847
164,0.08866,0.97222,0.74012,54.27855324745178
165,0.09136,0.96667,0.71049,54.58896160125733
166,0.10426,0.95556,0.72469,54.895002126693726
167,0.13071,0.96667,0.75247,55.2026093006134
168,0.08304,0.97222,0.75062,55.50790619850159
169,0.10429,0.95556,0.75185,55.813841819763184
170,0.05516,0.98333,0.72901,56.11914563179016
171,0.11965,0.93889,0.75494,56.42616105079651
172,0.05704,0.97222,0.75,56.73567318916321
173,0.08103,0.97778,0.75494,57.045759439468384
174,0.0345,0.99444,0.74691,57.35326814651489
175,0.05653,0.97778,0.74259,57.66129279136658
176,0.03316,0.98889,0.74444,57.97282576560974
177,0.05237,0.97222,0.74198,58.28136110305786
178,0.03836,0.98889,0.74198,58.5906617641449
179,0.0271,1.0,0.74259,58.90028500556946
180,0.01815,1.0,0.7463,59.209317684173584
181,0.05235,0.98889,0.76235,59.51864981651306
182,0.01263,1.0,0.75926,59.82756328582764
183,0.04508,0.99444,0.75494,60.13684582710266
184,0.02257,1.0,0.75679,60.44578576087952
185,0.0092,1.0,0.75247,60.75243854522705
186,0.01792,1.0,0.74877,61.06167984008789
187,0.01327,1.0,0.74877,61.36790895462036
188,0.02539,0.99444,0.75679,61.67628049850464
189,0.01624,0.99444,0.75247,61.98205137252808
190,0.01132,1.0,0.75,62.290562868118286
191,0.01237,1.0,0.75,62.59700560569763
192,0.02193,0.98889,0.75617,62.90854597091675
193,0.01094,1.0,0.75494,63.21773934364319
194,0.00919,1.0,0.74815,63.52359390258789
195,0.02231,0.99444,0.74506,63.83255219459534
196,0.03728,0.98333,0.75864,64.14092826843262
197,0.02481,0.99444,0.76173,64.44698572158813
198,0.01088,1.0,0.76049,64.75327682495117
199,0.02979,0.98333,0.75617,65.05907106399536
200,0.01253,1.00000,0.74321,65.36534190177917
