epoch,train loss,train acc,test acc,time
1,1.55576,0.41111,0.16667,1.813767910003662
2,0.94055,0.66111,0.16667,1.954416036605835
3,0.49091,0.85556,0.16667,2.0998692512512207
4,0.27665,0.91111,0.16667,2.244535684585572
5,0.20699,0.93333,0.16667,2.390592098236084
6,0.17379,0.93889,0.16667,2.534319877624512
7,0.11745,0.97222,0.16667,2.679682970046997
8,0.07405,0.98889,0.16667,2.825446844100952
9,0.05206,0.98333,0.16667,2.973306179046631
10,0.0304,1.0,0.16667,3.1194276809692383
11,0.02761,0.99444,0.16667,3.2646737098693848
12,0.02146,0.99444,0.16667,3.408001184463501
13,0.01928,0.99444,0.16667,3.5532021522521973
14,0.0224,0.99444,0.16667,3.699310541152954
15,0.01631,1.0,0.16667,3.842028617858887
16,0.01554,0.99444,0.16667,3.988436222076416
17,0.01266,1.0,0.16667,4.133048534393311
18,0.02346,0.98889,0.16975,4.279352426528931
19,0.01863,0.99444,0.1784,4.421576499938965
20,0.02445,0.98889,0.18704,4.564234972000122
21,0.06692,0.98889,0.20802,4.707566738128662
22,0.07407,0.98333,0.2321,4.854457378387451
23,0.02866,0.99444,0.32284,4.999521255493164
24,0.17385,0.97222,0.48642,5.145062685012817
25,0.03861,0.98333,0.48642,5.289566516876221
26,0.01566,1.0,0.51667,5.436148643493652
27,0.03195,0.99444,0.59321,5.5815489292144775
28,0.03864,0.99444,0.6679,5.72324800491333
29,0.02318,0.99444,0.73704,5.868982553482056
30,0.01573,0.99444,0.76296,6.0125932693481445
31,0.01163,1.0,0.76481,6.157102108001709
32,0.01635,1.0,0.76481,6.302340984344482
33,0.01481,1.0,0.79815,6.449406623840332
34,0.03536,0.99444,0.86852,6.593238115310669
35,0.0134,0.99444,0.85741,6.736998558044434
36,0.02748,0.99444,0.87593,6.881145715713501
37,0.01469,0.99444,0.89691,7.028342247009277
38,0.02103,0.99444,0.88765,7.172418832778931
39,0.00256,1.0,0.85123,7.3177549839019775
40,0.0076,1.0,0.82716,7.463343858718872
41,0.06089,0.98889,0.86914,7.608721733093262
42,0.01306,0.99444,0.84877,7.751715421676636
43,0.11696,0.97222,0.89383,7.898252487182617
44,0.18994,0.93889,0.79938,8.043851613998413
45,0.05223,0.98333,0.72778,8.189346075057983
46,0.06245,0.97222,0.62222,8.330740213394165
47,0.09915,0.96667,0.75679,8.475023031234741
48,0.02805,0.98889,0.59815,8.62123703956604
49,0.03295,0.99444,0.59877,8.76667046546936
50,0.01379,1.0,0.66543,8.913635492324829
51,0.09563,0.97778,0.78395,9.058825254440308
52,0.01003,0.99444,0.86975,9.200992345809937
53,0.04176,0.98889,0.84383,9.343247890472412
54,0.02381,0.99444,0.83889,9.491365432739258
55,0.01188,0.99444,0.84691,9.637383699417114
56,0.01406,0.99444,0.85062,9.78324031829834
57,0.00575,0.99444,0.89383,9.930684804916382
58,0.00364,1.0,0.90123,10.077138900756836
59,0.00419,1.0,0.91173,10.221806287765505
60,0.00638,1.0,0.91296,10.3679621219635
61,0.001,1.0,0.91605,10.512162923812866
62,0.00221,1.0,0.91173,10.657872438430786
63,0.0161,0.99444,0.9,10.804925203323364
64,0.00165,1.0,0.84815,10.950911283493042
65,0.02105,0.98889,0.86173,11.096291303634644
66,0.027,0.99444,0.9037,11.241916179656982
67,0.00772,0.99444,0.89444,11.388220310211182
68,0.00505,1.0,0.89938,11.532153367996216
69,0.01409,0.99444,0.91049,11.679462432861328
70,0.00402,1.0,0.91914,11.82266879081726
71,0.00436,1.0,0.92099,11.967730045318604
72,0.00811,0.99444,0.92284,12.111889600753784
73,0.00078,1.0,0.92099,12.254802465438845
74,0.00258,1.0,0.92037,12.398707389831545
75,0.00118,1.0,0.92407,12.543176174163818
76,0.0005,1.0,0.92469,12.688389539718628
77,0.0014,1.0,0.92284,12.832345247268677
78,0.00061,1.0,0.92346,12.980663061141968
79,0.00018,1.0,0.92346,13.126280069351196
80,0.01629,0.98889,0.90123,13.273898124694824
81,0.11158,0.98333,0.90062,13.420039653778076
82,0.00306,1.0,0.80556,13.565918445587158
83,0.01247,1.0,0.66111,13.711432933807371
84,0.02201,0.99444,0.60864,13.856156587600708
85,0.00796,1.0,0.63827,14.000388860702516
86,0.00556,1.0,0.74568,14.14466142654419
87,0.00393,1.0,0.86235,14.290673971176147
88,0.00293,1.0,0.8821,14.434596300125122
89,0.00183,1.0,0.89198,14.58200454711914
90,0.00132,1.0,0.9037,14.726528882980348
91,0.00218,1.0,0.90741,14.87099003791809
92,0.00032,1.0,0.91358,15.014822721481323
93,0.00104,1.0,0.91481,15.160054445266724
94,0.0004,1.0,0.91605,15.307807207107544
95,0.00041,1.0,0.91543,15.453771114349363
96,0.00243,1.0,0.91358,15.598473072052002
97,0.00024,1.0,0.9142,15.743560075759888
98,0.00024,1.0,0.91173,15.88916826248169
99,0.00025,1.0,0.90926,16.033793926239014
100,0.00031,1.00000,0.90988,16.17912721633911
