epoch,train loss,train acc,test acc,time
1,2.51785,0.17778,0.16667,2.1031885147094727
2,1.11429,0.56111,0.16667,2.236942768096924
3,0.74237,0.74444,0.16667,2.360833644866944
4,0.52539,0.82778,0.16852,2.4879491329193115
5,0.45053,0.85,0.16667,2.6153621673583984
6,0.29851,0.93333,0.16667,2.739903450012207
7,0.25141,0.91667,0.16667,2.8669469356536865
8,0.17276,0.93889,0.16667,2.995234489440918
9,0.12095,0.98889,0.16667,3.12215518951416
10,0.11322,0.99444,0.16667,3.246195077896118
11,0.06916,0.99444,0.16667,3.3733372688293457
12,0.05787,0.97778,0.16667,3.4975264072418213
13,0.04539,0.98333,0.16667,3.620968580245972
14,0.02772,1.0,0.16667,3.744990825653076
15,0.02845,1.0,0.16667,3.869061231613159
16,0.02307,1.0,0.16667,3.99724054336548
17,0.01305,1.0,0.16667,4.124473333358765
18,0.01176,1.0,0.16667,4.2538063526153564
19,0.0117,1.0,0.16667,4.383119583129883
20,0.00839,1.0,0.16667,4.511515855789185
21,0.00537,1.0,0.16667,4.636141777038574
22,0.00441,1.0,0.16667,4.764589309692383
23,0.00453,1.0,0.16667,4.888884544372559
24,0.00416,1.0,0.16667,5.018193006515503
25,0.0029,1.0,0.16667,5.143637657165527
26,0.00196,1.0,0.16667,5.272428750991821
27,0.0015,1.0,0.16667,5.399924755096436
28,0.00129,1.0,0.16667,5.529177188873291
29,0.00121,1.0,0.16667,5.659173965454102
30,0.00118,1.0,0.16728,5.787940979003906
31,0.00114,1.0,0.17037,5.917477369308472
32,0.00107,1.0,0.17469,6.045917510986328
33,0.00097,1.0,0.17531,6.170411825180054
34,0.00086,1.0,0.18148,6.29915189743042
35,0.00077,1.0,0.18765,6.4261534214019775
36,0.00068,1.0,0.19074,6.556528091430664
37,0.00061,1.0,0.19444,6.685794115066528
38,0.00056,1.0,0.19383,6.8123204708099365
39,0.00051,1.0,0.19259,6.940586805343628
40,0.00047,1.0,0.19259,7.069580078125
41,0.00043,1.0,0.18951,7.1950273513793945
42,0.0004,1.0,0.19012,7.323460578918457
43,0.00038,1.0,0.18889,7.452563762664795
44,0.00035,1.0,0.18642,7.580279350280762
45,0.00033,1.0,0.18827,7.710055828094482
46,0.00032,1.0,0.18827,7.840116262435913
47,0.0003,1.0,0.18827,7.97029972076416
48,0.00028,1.0,0.18827,8.097780466079712
49,0.00027,1.0,0.18827,8.22644591331482
50,0.00026,1.0,0.18827,8.355871200561523
51,0.00025,1.0,0.18642,8.486522912979126
52,0.00024,1.0,0.18642,8.616609334945679
53,0.00023,1.0,0.18642,8.743025064468384
54,0.00022,1.0,0.1858,8.871149778366089
55,0.00021,1.0,0.18519,9.000013828277588
56,0.00021,1.0,0.18395,9.128797054290771
57,0.0002,1.0,0.18704,9.254496574401855
58,0.0002,1.0,0.18519,9.380411624908447
59,0.00019,1.0,0.17963,9.508928298950195
60,0.00019,1.0,0.17963,9.63964343070984
61,0.00018,1.0,0.17963,9.76751708984375
62,0.00018,1.0,0.17901,9.89513111114502
63,0.00018,1.0,0.17963,10.025383234024048
64,0.00017,1.0,0.18704,10.151825428009031
65,0.00017,1.0,0.19568,10.27664351463318
66,0.00017,1.0,0.19938,10.401609182357788
67,0.00016,1.0,0.2,10.52690291404724
68,0.00016,1.0,0.21173,10.65206789970398
69,0.00016,1.0,0.21914,10.781046867370604
70,0.00016,1.0,0.23148,10.905814170837402
71,0.00015,1.0,0.24136,11.03487515449524
72,0.00015,1.0,0.25988,11.162701845169067
73,0.00015,1.0,0.27901,11.287500381469728
74,0.00015,1.0,0.29753,11.417767763137816
75,0.00014,1.0,0.31481,11.547367572784424
76,0.00014,1.0,0.34012,11.676904678344728
77,0.00014,1.0,0.36235,11.802237510681152
78,0.00014,1.0,0.39198,11.927414417266846
79,0.00014,1.0,0.4142,12.05375337600708
80,0.00013,1.0,0.43642,12.183830738067629
81,0.00013,1.0,0.45988,12.31120538711548
82,0.00013,1.0,0.48148,12.435847520828249
83,0.00013,1.0,0.5037,12.563507556915283
