epoch,train loss,train acc,test acc,time
1,1.79474,0.14444,0.16667,3.914862871170044
2,1.79379,0.17222,0.16667,4.241386413574219
3,1.79084,0.15556,0.24938,4.5680625438690186
4,1.78295,0.22222,0.27222,4.89433217048645
5,1.75779,0.26667,0.24815,5.220070838928223
6,1.72538,0.22778,0.2963,5.54377293586731
7,1.63669,0.3,0.27963,5.8689820766448975
8,1.56228,0.3,0.3284,6.195487976074219
9,1.51223,0.29444,0.29691,6.521501541137695
10,1.44588,0.38333,0.32963,6.847955703735352
11,1.47782,0.39444,0.32654,7.173349142074585
12,1.41872,0.41111,0.38333,7.498859405517578
13,1.37466,0.43333,0.37284,7.824863910675049
14,1.32194,0.50556,0.41975,8.151785373687744
15,1.3004,0.47222,0.40741,8.475932359695435
16,1.33889,0.39444,0.46049,8.801764488220215
17,1.28328,0.50556,0.45,9.129615068435667
18,1.24126,0.51111,0.46049,9.4564847946167
19,1.12863,0.61667,0.48272,9.784646034240724
20,1.17253,0.54444,0.49691,10.110602855682371
21,1.10223,0.58333,0.52222,10.43672490119934
22,1.06023,0.62222,0.50617,10.763875246047974
23,1.08478,0.57778,0.48395,11.090563535690308
24,1.17021,0.57778,0.4821,11.415233135223389
25,1.10174,0.58333,0.45185,11.740910530090332
26,1.17495,0.51667,0.52284,12.069319248199465
27,0.96936,0.66111,0.48704,12.39558744430542
28,1.0025,0.55556,0.51543,12.722778797149658
29,0.97027,0.66111,0.53457,13.051175117492676
30,0.94981,0.60556,0.56852,13.379077434539797
31,0.86062,0.63889,0.5358,13.70622420310974
32,0.9216,0.62778,0.57778,14.031982421875
33,0.89498,0.65556,0.56481,14.35823369026184
34,0.82738,0.65556,0.5858,14.683278799057009
35,0.82061,0.68889,0.61358,15.01194977760315
36,0.79563,0.68333,0.60864,15.33931803703308
37,0.78804,0.7,0.58457,15.667319059371948
38,0.78769,0.66111,0.58148,15.99443769454956
39,0.78403,0.68333,0.62963,16.32296395301819
40,0.71305,0.67778,0.63457,16.651468753814697
41,0.71321,0.72222,0.59259,16.979004621505737
42,0.74875,0.69444,0.60617,17.30728554725647
43,0.69168,0.72778,0.60247,17.635150909423828
44,0.71823,0.72222,0.62469,17.961255073547363
45,0.67042,0.72222,0.63333,18.286197423934937
46,0.69531,0.69444,0.53272,18.613924503326416
47,0.78202,0.65556,0.65679,18.939440965652462
48,0.62148,0.73333,0.61975,19.26576566696167
49,0.64422,0.78889,0.63704,19.591551780700684
50,0.61919,0.72222,0.61235,19.917690753936768
51,0.66416,0.71667,0.62654,20.246357917785645
52,0.66864,0.72222,0.60432,20.57212543487549
53,0.59735,0.74444,0.64877,20.899890422821045
54,0.53332,0.77222,0.62901,21.22683835029602
55,0.57676,0.77778,0.66975,21.5537223815918
56,0.4503,0.8,0.63333,21.88077688217163
57,0.53226,0.79444,0.67716,22.20987010002136
58,0.45453,0.80556,0.65617,22.538928747177124
59,0.43017,0.81667,0.67654,22.866549253463745
60,0.41382,0.85,0.67901,23.19352960586548
61,0.45038,0.80556,0.69259,23.5215392112732
62,0.39409,0.85,0.67346,23.84973382949829
63,0.39345,0.81111,0.67099,24.17886638641357
64,0.39747,0.83333,0.69444,24.50625205039978
65,0.37983,0.82222,0.68642,24.83267188072205
66,0.35521,0.86111,0.68086,25.160366773605347
67,0.32895,0.86667,0.66975,25.48816752433777
68,0.3577,0.84444,0.6679,25.81430411338806
69,0.41148,0.86111,0.68889,26.140493631362915
70,0.29451,0.89444,0.67346,26.468132972717285
71,0.41911,0.86111,0.65185,26.79645657539368
72,0.4275,0.82222,0.70556,27.122331857681274
73,0.25584,0.9,0.67531,27.45116138458252
74,0.37847,0.88889,0.68704,27.777076482772827
75,0.33118,0.86111,0.63457,28.105445384979248
76,0.46295,0.8,0.6716,28.433982849121094
77,0.32714,0.87778,0.64136,28.76439332962036
78,0.56004,0.8,0.62593,29.091391563415527
79,0.51038,0.78333,0.65679,29.418700456619263
80,0.42303,0.82778,0.69259,29.74657368659973
81,0.31766,0.91111,0.64321,30.07227563858032
82,0.42179,0.82778,0.6716,30.400800228118896
83,0.30214,0.88889,0.71049,30.728359699249268
84,0.23189,0.91111,0.70247,31.05483031272888
85,0.264,0.87778,0.7037,31.38183689117432
86,0.22847,0.90556,0.70741,31.709088802337646
87,0.17867,0.92778,0.69938,32.03740191459656
88,0.22253,0.89444,0.71543,32.365920305252075
89,0.18303,0.93889,0.70741,32.693933963775635
90,0.16923,0.93333,0.70802,33.02018523216248
91,0.1364,0.93889,0.71728,33.34721350669861
92,0.1257,0.93889,0.71975,33.676491260528564
93,0.12742,0.95,0.71049,34.00464868545532
94,0.11995,0.94444,0.71296,34.332138776779175
95,0.12897,0.94444,0.71543,34.66113209724426
96,0.10292,0.96111,0.7179,34.986881494522095
97,0.09572,0.96667,0.71296,35.3131799697876
98,0.07156,0.98333,0.71235,35.64043569564819
99,0.1048,0.96667,0.71111,35.969160318374634
100,0.04988,0.99444,0.70741,36.2975640296936
