epoch,train loss,train acc,test acc,time
1,2.03693,0.17778,0.25679,2.1414780616760254
2,0.90716,0.70556,0.24198,2.272007703781128
3,0.61366,0.82778,0.15679,2.396159172058105
4,0.46645,0.90556,0.16667,2.5252647399902344
5,0.34883,0.92222,0.16667,2.6528868675231934
6,0.25754,0.92778,0.16667,2.7815678119659424
7,0.16747,0.94444,0.16667,2.909557342529297
8,0.10744,0.98333,0.16667,3.036683320999145
9,0.09499,0.97778,0.16667,3.1658315658569336
10,0.07203,0.98333,0.16667,3.290587902069092
11,0.04752,0.99444,0.16667,3.4178555011749268
12,0.03138,1.0,0.16667,3.543521881103516
13,0.02234,1.0,0.16667,3.672080993652344
14,0.01665,1.0,0.16667,3.800078630447388
15,0.01315,1.0,0.16667,3.927199125289917
16,0.01033,1.0,0.16667,4.056299924850464
17,0.0076,1.0,0.16667,4.184826135635376
18,0.00583,1.0,0.16667,4.3121867179870605
19,0.00471,1.0,0.16667,4.440179347991943
20,0.00379,1.0,0.16667,4.569073677062988
21,0.00299,1.0,0.16667,4.698866605758667
22,0.00236,1.0,0.16667,4.825650215148926
23,0.00188,1.0,0.16667,4.955325841903687
24,0.00155,1.0,0.16667,5.081868886947632
25,0.00131,1.0,0.16667,5.210890054702759
26,0.00113,1.0,0.16667,5.338235139846802
27,0.00099,1.0,0.16667,5.46298360824585
28,0.00087,1.0,0.16667,5.590090751647949
29,0.00077,1.0,0.16667,5.717889070510864
30,0.00068,1.0,0.16667,5.845987319946289
31,0.00061,1.0,0.16667,5.971411466598511
32,0.00055,1.0,0.16667,6.09803318977356
33,0.00049,1.0,0.16667,6.224247932434082
34,0.00045,1.0,0.16667,6.353054285049439
35,0.00041,1.0,0.16667,6.482527017593384
36,0.00038,1.0,0.16667,6.610789060592651
37,0.00036,1.0,0.16667,6.735565423965454
38,0.00033,1.0,0.16667,6.864931106567383
39,0.00031,1.0,0.16667,6.991425514221191
40,0.00029,1.0,0.16667,7.117211580276489
41,0.00028,1.0,0.16667,7.243901968002319
42,0.00026,1.0,0.16667,7.368207693099976
43,0.00025,1.0,0.16667,7.495678424835205
44,0.00023,1.0,0.16667,7.625030994415283
45,0.00022,1.0,0.16667,7.749757766723633
46,0.00021,1.0,0.17037,7.877431869506836
47,0.0002,1.0,0.17469,8.007590293884277
48,0.00019,1.0,0.17778,8.136200904846191
49,0.00018,1.0,0.18086,8.260713815689087
50,0.00018,1.0,0.18025,8.390159368515015
51,0.00017,1.0,0.18148,8.519209384918213
52,0.00016,1.0,0.18395,8.648327350616455
53,0.00016,1.0,0.18395,8.773536682128906
54,0.00015,1.0,0.1858,8.899446249008179
55,0.00015,1.0,0.18272,9.024577140808104
56,0.00014,1.0,0.18333,9.152914047241213
57,0.00014,1.0,0.18025,9.277559041976929
58,0.00014,1.0,0.18457,9.405669689178469
59,0.00013,1.0,0.18765,9.534842491149902
60,0.00013,1.0,0.19568,9.664754152297974
61,0.00013,1.0,0.20185,9.793614387512209
62,0.00012,1.0,0.21296,9.922149181365969
63,0.00012,1.0,0.21975,10.051882266998293
64,0.00012,1.0,0.22531,10.18187928199768
65,0.00012,1.0,0.23395,10.30901265144348
66,0.00011,1.0,0.23951,10.438795804977415
67,0.00011,1.0,0.25123,10.565528154373167
68,0.00011,1.0,0.26173,10.69262671470642
69,0.00011,1.0,0.27099,10.821372270584106
70,0.00011,1.0,0.28025,10.95002794265747
71,0.0001,1.0,0.28519,11.076711893081663
72,0.0001,1.0,0.29444,11.206146240234377
73,0.0001,1.0,0.30185,11.335349798202516
74,0.0001,1.0,0.30741,11.464227437973022
75,0.0001,1.0,0.31173,11.593441486358644
76,0.0001,1.0,0.31914,11.722305059432983
77,0.0001,1.0,0.32469,11.849309206008911
78,0.0001,1.0,0.33148,11.97865390777588
79,9e-05,1.0,0.33889,12.106924772262571
80,9e-05,1.0,0.35494,12.235934972763062
81,9e-05,1.0,0.37099,12.362606525421144
82,9e-05,1.0,0.39321,12.493306636810305
83,9e-05,1.0,0.41296,12.622397184371948
84,9e-05,1.0,0.43519,12.749508619308472
85,9e-05,1.0,0.46975,12.877232789993286
86,9e-05,1.0,0.49753,13.005723714828491
87,9e-05,1.0,0.52901,13.13028359413147
88,9e-05,1.0,0.55988,13.25865650177002
89,8e-05,1.0,0.59012,13.386263370513916
90,8e-05,1.0,0.62407,13.513699054718018
91,8e-05,1.0,0.6642,13.639367580413818
92,8e-05,1.0,0.7,13.763524293899536
93,8e-05,1.0,0.72963,13.893280744552612
94,8e-05,1.0,0.7537,14.02011775970459
95,8e-05,1.0,0.7821,14.14488935470581
96,8e-05,1.0,0.80185,14.274388313293455
97,8e-05,1.0,0.81975,14.402958393096924
98,8e-05,1.0,0.83519,14.530306100845335
99,8e-05,1.0,0.84815,14.657784700393677
100,0.00008,1.00000,0.86173,14.782408237457275
