epoch,num_epochs,batch,num_batchs,train_loss,train_acc,train_speed,time
1,100,30,30,0.17554,0.94199,88970.4,8.485968112945557
2,100,30,30,0.00522,0.99775,56475.1,13.368717193603516
3,100,30,30,0.00298,0.99854,41358.1,18.255208492279053
4,100,30,30,0.00114,0.9996,32613.0,23.15025520324707
5,100,30,30,0.00505,0.99775,26913.3,28.053028345108032
6,100,30,30,0.00152,0.99934,22905.3,32.961873054504395
7,100,30,30,0.00091,0.99974,19938.3,37.8669011592865
8,100,30,30,5e-05,1.0,17649.0,42.77860593795776
9,100,30,30,2e-05,1.0,15837.0,47.67316603660584
10,100,30,30,1e-05,1.0,14357.1,52.58734059333801
11,100,30,30,1e-05,1.0,13133.2,57.48800301551819
12,100,30,30,0.0,1.0,12100.6,62.39361000061035
13,100,30,30,0.0,1.0,11219.0,67.2968385219574
14,100,30,30,1e-05,1.0,10457.0,72.20011687278748
15,100,30,30,0.0,1.0,9791.2,77.11003112792969
16,100,30,30,0.0,1.0,9205.0,82.02101278305054
17,100,30,30,0.0,1.0,8684.9,86.93250036239624
18,100,30,30,0.0,1.0,8220.5,91.84343552589417
19,100,30,30,0.0,1.0,7803.8,96.74757027626038
20,100,30,30,0.0,1.0,7426.8,101.65823364257812
21,100,30,30,0.0,1.0,7085.4,106.55765056610107
22,100,30,30,0.0,1.0,6773.9,111.45776629447936
23,100,30,30,0.0,1.0,6488.5,116.36053919792175
24,100,30,30,0.0,1.0,6226.0,121.26510000228882
25,100,30,30,0.0,1.0,5983.7,126.17530989646912
26,100,30,30,0.0,1.0,5759.9,131.0782196521759
27,100,30,30,0.0,1.0,5553.7,135.94482493400574
28,100,30,30,0.0,1.0,5361.4,140.8220932483673
29,100,30,30,0.0,1.0,5182.2,145.69171786308289
30,100,30,30,0.0,1.0,5014.5,150.56217575073242
31,100,30,30,0.0,1.0,4857.6,155.42765951156616
32,100,30,30,0.0,1.0,4710.0,160.29681158065796
33,100,30,30,0.0,1.0,4571.0,165.17231583595276
34,100,30,30,0.0,1.0,4439.9,170.04885149002075
35,100,30,30,0.0,1.0,4316.1,174.9261155128479
36,100,30,30,0.0,1.0,4198.8,179.8145956993103
37,100,30,30,0.0,1.0,4087.6,184.7039065361023
38,100,30,30,0.0,1.0,3982.2,189.59544157981875
39,100,30,30,0.0,1.0,3881.9,194.49001288414
40,100,30,30,0.0,1.0,3786.7,199.3839409351349
41,100,30,30,0.0,1.0,3696.0,204.27269053459167
42,100,30,30,0.0,1.0,3609.6,209.16314697265625
43,100,30,30,0.0,1.0,3527.0,214.06264472007751
44,100,30,30,0.0,1.0,3448.1,218.96239686012268
45,100,30,30,0.0,1.0,3372.2,223.8863914012909
46,100,30,30,0.0,1.0,3299.2,228.8418798446656
47,100,30,30,0.0,1.0,3229.2,233.80226850509644
48,100,30,30,0.0,1.0,3162.2,238.75637412071228
49,100,30,30,0.0,1.0,3097.9,243.7133038043976
50,100,30,30,0.0,1.0,3036.1,248.675199508667
51,100,30,30,0.0,1.0,2977.1,253.60547924041748
52,100,30,30,0.0,1.0,2920.1,258.55063939094543
53,100,30,30,0.0,1.0,2865.3,263.49625968933105
54,100,30,30,0.0,1.0,2812.5,268.4489941596985
55,100,30,30,0.0,1.0,2761.8,273.3691382408142
56,100,30,30,0.0,1.0,2712.7,278.3221263885498
57,100,30,30,0.0,1.0,2665.5,283.24972009658813
58,100,30,30,0.0,1.0,2619.7,288.20148611068726
59,100,30,30,0.0,1.0,2575.4,293.1596760749817
60,100,30,30,0.0,1.0,2532.7,298.09749841690063
61,100,30,30,0.0,1.0,2491.8,302.99949288368225
62,100,30,30,0.0,1.0,2451.9,307.92218375205994
63,100,30,30,0.0,1.0,2413.0,312.88553619384766
64,100,30,30,0.0,1.0,2375.5,317.8293731212616
65,100,30,30,0.0,1.0,2339.1,322.7758047580719
66,100,30,30,0.0,1.0,2303.7,327.73294973373413
67,100,30,30,0.0,1.0,2269.5,332.6675958633423
68,100,30,30,0.0,1.0,2235.2,337.78102707862854
69,100,30,30,0.0,1.0,2202.8,342.74699449539185
70,100,30,30,0.0,1.0,2171.5,347.681391954422
71,100,30,30,0.0,1.0,2141.2,352.59795451164246
72,100,30,30,0.0,1.0,2111.7,357.5338981151581
73,100,30,30,0.0,1.0,2082.7,362.5095827579498
74,100,30,30,0.0,1.0,2054.5,367.491233587265
75,100,30,30,0.0,1.0,2027.1,372.4505581855774
76,100,30,30,0.0,1.0,2000.4,377.4187762737274
77,100,30,30,0.0,1.0,1974.5,382.37721252441406
78,100,30,30,0.0,1.0,1949.0,387.3805463314056
79,100,30,30,0.0,1.0,1924.2,392.365562915802
80,100,30,30,0.0,1.0,1900.1,397.3492178916931
81,100,30,30,0.0,1.0,1876.8,402.2838702201843
82,100,30,30,0.0,1.0,1853.9,407.2470238208771
83,100,30,30,0.0,1.0,1831.6,412.2163014411926
84,100,30,30,0.0,1.0,1809.7,417.1936974525452
85,100,30,30,0.0,1.0,1788.2,422.2144501209259
86,100,30,30,0.0,1.0,1767.3,427.1971204280853
87,100,30,30,0.0,1.0,1746.9,432.18877720832825
88,100,30,30,0.0,1.0,1727.1,437.1602952480316
89,100,30,30,0.0,1.0,1707.6,442.1387023925781
90,100,30,30,0.0,1.0,1688.4,447.160492181778
91,100,30,30,0.0,1.0,1669.9,452.1128623485565
92,100,30,30,0.0,1.0,1651.8,457.0848255157471
93,100,30,30,0.0,1.0,1634.0,462.0529277324677
94,100,30,30,0.0,1.0,1616.5,467.0448889732361
95,100,30,30,0.0,1.0,1599.5,472.0242116451264
96,100,30,30,0.0,1.0,1582.7,477.0314688682556
97,100,30,30,0.0,1.0,1566.3,482.029417514801
98,100,30,30,0.0,1.0,1550.1,487.0630595684052
99,100,30,30,0.0,1.0,1534.4,492.0439946651459
100,100,30,30,0.00000,1.00000,1519.0,497.0244128704071
