epoch,num_epochs,batch,num_batchs,TotalLoss_vae,TotalLoss_g,D_TotalLoss_g,D_TotalLoss_d
1,100,1,10,28.561222076416016,3.456587791442871,1.6728005409240725,0.6895203590393066
1,100,2,10,24.233369827270508,3.471964120864868,1.640885353088379,0.686590313911438
1,100,3,10,24.634971618652344,3.5101771354675293,1.6257922649383545,0.6820089817047119
1,100,4,10,24.17547607421875,3.2670040130615234,1.6053218841552734,0.6793436408042908
1,100,5,10,23.70020294189453,3.327943801879883,1.5931057929992676,0.6758136749267578
1,100,6,10,23.006526947021484,3.0963854789733887,1.5748322010040283,0.6722629070281982
1,100,7,10,22.4987850189209,3.208709716796875,1.55845046043396,0.6693246364593506
1,100,8,10,22.54125595092773,3.161058187484741,1.5525647401809692,0.6658145189285278
1,100,9,10,21.81022071838379,3.0491719245910645,1.523310899734497,0.6624200344085693
1,100,10,10,22.018798828125,2.959311008453369,1.5110387802124023,0.659833550453186
2,100,1,10,20.130033493041992,3.0234692096710205,1.5079127550125122,0.6548508405685425
2,100,2,10,19.862308502197266,3.0001535415649414,1.4985218048095703,0.6501774787902832
2,100,3,10,19.470165252685547,2.88779354095459,1.4809483289718628,0.6461830139160156
2,100,4,10,19.316177368164062,2.920285940170288,1.4685354232788086,0.6450573801994324
2,100,5,10,18.59054183959961,2.908078908920288,1.4550344944000244,0.6393356323242188
2,100,6,10,17.763538360595703,2.990875244140625,1.4440715312957764,0.636531412601471
2,100,7,10,17.538856506347656,2.8776278495788574,1.4362168312072754,0.6310102939605713
2,100,8,10,17.067108154296875,2.888699769973755,1.4269148111343384,0.6243624687194824
2,100,9,10,16.394563674926758,2.862618923187256,1.4234950542449951,0.618687629699707
2,100,10,10,16.38037872314453,2.8051533699035645,1.4161105155944824,0.6113460063934326
3,100,1,10,17.22808265686035,2.9025766849517822,1.406254768371582,0.6054763793945312
3,100,2,10,17.411367416381836,2.7340312004089355,1.3971858024597168,0.5978475213050842
3,100,3,10,16.263072967529297,2.863521099090576,1.3875529766082764,0.5915969610214233
3,100,4,10,15.894550323486328,2.778608798980713,1.3799710273742676,0.5820291042327881
3,100,5,10,14.784404754638672,2.784064769744873,1.3722538948059082,0.5744569301605225
3,100,6,10,14.683585166931152,2.760173320770264,1.3670001029968262,0.562556803226471
3,100,7,10,14.897252082824709,2.779768466949463,1.3586519956588743,0.5535898208618164
3,100,8,10,14.611014366149902,2.775452852249145,1.354108810424805,0.5444844365119934
3,100,9,10,14.815796852111816,2.8086929321289062,1.346901535987854,0.5326093435287476
3,100,10,10,14.409706115722656,2.7108492851257324,1.3349794149398804,0.5207403302192688
4,100,1,10,13.94016456604004,2.861243724822998,1.3377704620361328,0.5067064166069031
4,100,2,10,13.299603462219238,2.653780221939087,1.314627170562744,0.4971327781677246
4,100,3,10,13.09624481201172,2.704298496246338,1.3154860734939575,0.4783957004547119
