epoch,num_epochs,batch,num_batchs,TotalLoss_vae,TotalLoss_g,D_TotalLoss_g,D_TotalLoss_d
1,500,1,4,10.091704368591309,2.9193124771118164,1.533915877342224,0.6957643032073975
1,500,2,4,9.53041648864746,3.05668306350708,1.5219135284423828,0.6931013464927673
1,500,3,4,9.508259773254396,3.054940700531006,1.515697717666626,0.6907922029495239
1,500,4,4,9.492307662963867,3.0405218601226807,1.512904167175293,0.6884998679161072
2,500,1,4,9.467947959899902,2.885726928710937,1.513131856918335,0.6862190365791321
2,500,2,4,9.083500862121582,2.8635802268981934,1.497660756111145,0.6832256317138672
2,500,3,4,9.173924446105955,2.9102749824523926,1.500967502593994,0.6804174184799194
2,500,4,4,9.442739486694336,2.8485031127929688,1.5124061107635498,0.6786906719207764
3,500,1,4,9.28250503540039,2.823255777359009,1.5078130960464478,0.6741982698440552
3,500,2,4,9.164806365966797,2.7421810626983643,1.5070356130599976,0.6728239059448242
3,500,3,4,9.112653732299805,2.806429624557495,1.500921368598938,0.6681228280067444
3,500,4,4,9.200128555297852,2.7835805416107178,1.5090407133102417,0.6650454998016357
4,500,1,4,9.070171356201172,2.918675184249878,1.509047031402588,0.6607335209846497
4,500,2,4,9.001785278320312,2.892224073410034,1.5060948133468628,0.6558246612548828
4,500,3,4,9.169660568237305,2.9069974422454834,1.5089623928070068,0.6515216827392578
4,500,4,4,8.954015731811523,2.79038667678833,1.5030057430267334,0.6470073461532593
5,500,1,4,8.912744522094727,2.847568988800049,1.5059832334518433,0.6415653228759766
5,500,2,4,9.19088649749756,2.8381612300872803,1.5146911144256592,0.6363810896873474
5,500,3,4,8.799945831298828,2.912282943725586,1.505529522895813,0.6288452744483948
5,500,4,4,8.988471031188965,2.78589415550232,1.5131840705871582,0.6254124641418457
6,500,1,4,8.693775177001953,2.974520444869995,1.5081160068511963,0.6173527836799622
6,500,2,4,8.798583984375,2.69985580444336,1.5118160247802734,0.6084210872650146
6,500,3,4,8.866471290588379,2.863917112350464,1.51329505443573,0.6038711071014404
6,500,4,4,8.787551879882812,2.793140888214112,1.512118577957153,0.5924587845802307
7,500,1,4,8.636579513549805,2.877998352050781,1.5124478340148926,0.5838105082511902
7,500,2,4,8.841329574584961,2.7349748611450195,1.516686201095581,0.5774654746055603
7,500,3,4,8.779211044311523,2.9230189323425293,1.514881253242493,0.564847469329834
7,500,4,4,8.723240852355957,2.848832845687866,1.520124435424805,0.5552137494087219
8,500,1,4,8.57125473022461,2.785350561141968,1.5066587924957275,0.5466359853744507
8,500,2,4,9.123116493225098,2.833736658096313,1.5283241271972656,0.5340991020202637
8,500,3,4,8.825642585754395,2.9341790676116943,1.527131199836731,0.5218158960342407
8,500,4,4,8.523811340332031,2.6682138442993164,1.5160114765167236,0.5036392211914062
9,500,1,4,8.508295059204102,2.907324314117432,1.5193216800689695,0.4943525493144989
9,500,2,4,8.436288833618164,2.707627296447754,1.521437168121338,0.4812167286872864
9,500,3,4,8.431235313415527,2.8485748767852783,1.5093823671340942,0.473587155342102
9,500,4,4,8.41322135925293,2.588470458984375,1.510345220565796,0.4572308659553528
10,500,1,4,8.895992279052734,2.7930943965911865,1.5169715881347656,0.4485445022583008
10,500,2,4,8.382732391357422,2.938018321990967,1.499713659286499,0.4381377696990967
10,500,3,4,8.646401405334473,2.680755138397217,1.508325219154358,0.4186371564865112
10,500,4,4,8.362333297729492,2.669678211212158,1.5046257972717283,0.4067111313343048
11,500,1,4,8.526466369628906,2.79658317565918,1.5013762712478638,0.3903197944164276
11,500,2,4,8.541726112365723,2.865166664123535,1.5142920017242432,0.3746548593044281
11,500,3,4,8.072457313537598,2.507774829864502,1.4885993003845217,0.3672431111335754
11,500,4,4,8.660534858703613,2.702907085418701,1.510020732879639,0.3459941744804382
12,500,1,4,8.093685150146484,2.678257465362549,1.499812364578247,0.3343183100223541
12,500,2,4,7.8419508934021,2.5598349571228027,1.4829473495483398,0.3266526758670807
12,500,3,4,8.643021583557129,2.809225082397461,1.513233661651611,0.3003220558166504
12,500,4,4,8.237283706665039,2.676116943359375,1.4923993349075315,0.2949836254119873
13,500,1,4,8.648713111877441,2.8216781616210938,1.5022543668746948,0.27764892578125
13,500,2,4,8.017581939697266,2.7377333641052246,1.4782896041870115,0.266523540019989
13,500,3,4,7.923741340637207,2.670076847076416,1.4590083360671997,0.2578817009925842
13,500,4,4,8.060981750488281,2.826484680175781,1.4671372175216677,0.2425713837146759
14,500,1,4,8.068201065063477,2.6548895835876465,1.472674012184143,0.2259548753499984
14,500,2,4,8.106908798217773,2.6665351390838623,1.4714455604553225,0.2133037000894546
14,500,3,4,8.155754089355469,2.744791269302368,1.471177101135254,0.2006925642490387
14,500,4,4,7.681571006774902,2.549110412597656,1.4533369541168213,0.1925247311592102
15,500,1,4,7.965280055999756,2.682793378829956,1.462615728378296,0.1795121729373932
15,500,2,4,8.09025764465332,2.596578598022461,1.470361828804016,0.1648778170347213
15,500,3,4,7.754213333129883,2.6118829250335693,1.4603825807571411,0.1593413949012756
15,500,4,4,7.878222465515137,2.633660078048706,1.4581844806671145,0.1482034474611282
16,500,1,4,7.9204325675964355,2.4882941246032715,1.4571784734725952,0.1453520804643631
16,500,2,4,7.898111820220947,2.665334939956665,1.461930274963379,0.138161689043045
16,500,3,4,7.658831596374512,2.550461769104004,1.4411791563034058,0.1359058320522308
16,500,4,4,7.861499786376953,2.661820411682129,1.4600090980529783,0.1238079518079757
17,500,1,4,7.491673946380615,2.545522689819336,1.4396032094955444,0.1206791549921035
17,500,2,4,7.848797798156738,2.628567695617676,1.4481123685836792,0.1143002137541771
17,500,3,4,7.645981311798096,2.5948047637939453,1.4525790214538574,0.1068948060274124
17,500,4,4,7.809408187866211,2.583758592605591,1.463691234588623,0.1008109524846077
18,500,1,4,7.709023475646973,2.5982701778411865,1.4439499378204346,0.0977626293897628
18,500,2,4,7.511574745178223,2.720456838607788,1.4465214014053345,0.0941636562347412
18,500,3,4,7.639117240905762,2.605588674545288,1.4677356481552124,0.081631451845169
18,500,4,4,7.577571392059326,2.574843645095825,1.4504811763763428,0.0844641178846359
19,500,1,4,7.837238311767578,2.6374645233154297,1.4609947204589844,0.0765856653451919
19,500,2,4,7.551815509796143,2.578277349472046,1.4345148801803589,0.0775780081748962
19,500,3,4,8.232678413391113,2.681328773498535,1.4818663597106934,0.0660191848874092
19,500,4,4,7.549348831176758,2.629530906677246,1.4582974910736084,0.0653156489133834
20,500,1,4,7.635108947753906,2.5555193424224854,1.4592278003692627,0.0612230189144611
20,500,2,4,7.645959854125977,2.6725306510925293,1.4627591371536257,0.0597026832401752
20,500,3,4,7.454667091369629,2.7376208305358887,1.4474647045135498,0.0597512125968933
20,500,4,4,7.365740776062012,2.5678353309631348,1.44093120098114,0.058544036000967
21,500,1,4,7.517686367034912,2.573946952819824,1.4664733409881592,0.0532262176275253
21,500,2,4,7.245480537414551,2.5281882286071777,1.4413635730743408,0.0585501715540885
21,500,3,4,7.574462413787842,2.733211040496826,1.4731824398040771,0.0522975847125053
21,500,4,4,7.317128181457519,2.612596035003662,1.4392852783203125,0.0513693466782569
22,500,1,4,7.52662181854248,2.533560514450073,1.4674227237701416,0.0478585511445999
22,500,2,4,7.836654186248779,2.672750949859619,1.4785730838775637,0.045117862522602
22,500,3,4,7.20679759979248,2.528132438659668,1.4343489408493042,0.0494855530560016
22,500,4,4,7.052480697631836,2.526026964187622,1.433457851409912,0.0466653928160667
23,500,1,4,7.288896083831787,2.446526288986206,1.444790959358215,0.044410515576601
23,500,2,4,7.216711521148682,2.584641933441162,1.4563007354736328,0.0422292798757553
23,500,3,4,7.746726989746094,2.603780746459961,1.4944407939910889,0.0345251113176345
23,500,4,4,7.233694553375244,2.556288719177246,1.4706233739852903,0.0378939546644687
24,500,1,4,7.562357902526855,2.5170865058898926,1.456183910369873,0.0376181937754154
24,500,2,4,7.124823570251465,2.548827171325684,1.442742109298706,0.0381591767072677
24,500,3,4,8.09307861328125,2.7200167179107666,1.4901275634765625,0.0322904214262962
24,500,4,4,7.206686973571777,2.531167507171631,1.4174699783325195,0.0385646671056747
25,500,1,4,7.325711250305176,2.520594835281372,1.455833911895752,0.0335102193057537
25,500,2,4,7.247843742370605,2.572807550430298,1.433691143989563,0.0347889736294746
25,500,3,4,7.433562278747559,2.667783737182617,1.4474208354949951,0.0332222767174243
25,500,4,4,7.118056297302246,2.5821900367736816,1.4244660139083862,0.0355942510068416
26,500,1,4,7.088062286376953,2.573392152786255,1.4269165992736816,0.0332598239183425
26,500,2,4,7.078662872314453,2.462839126586914,1.4266242980957031,0.0326356366276741
26,500,3,4,7.25598669052124,2.5906264781951904,1.4438108205795288,0.0303191542625427
26,500,4,4,8.113367080688477,2.659751415252685,1.472703218460083,0.0271110422909259
27,500,1,4,7.2685112953186035,2.584179162979126,1.4387950897216797,0.0290143862366676
27,500,2,4,6.951483726501465,2.435307502746582,1.4146214723587036,0.0306767337024211
27,500,3,4,7.10723876953125,2.747186183929444,1.4087570905685425,0.0306440982967615
27,500,4,4,7.1639275550842285,2.4577317237854004,1.4411064386367798,0.0268382504582405
28,500,1,4,7.382366180419922,2.6493029594421387,1.4382129907608032,0.026879645884037
28,500,2,4,7.223037242889404,2.5098564624786377,1.4208755493164062,0.0278581418097019
28,500,3,4,6.996701717376709,2.461815595626831,1.4266446828842163,0.0267903804779052
28,500,4,4,7.090386390686035,2.5217528343200684,1.4339096546173096,0.0241806581616401
29,500,1,4,6.893657207489014,2.528581142425537,1.4309333562850952,0.0234239697456359
29,500,2,4,7.007559299468994,2.513838768005371,1.4424819946289062,0.0240818187594413
29,500,3,4,7.520555019378662,2.59352445602417,1.4626197814941406,0.02191505394876
29,500,4,4,6.8179802894592285,2.31319522857666,1.3892446756362915,0.025412417948246
30,500,1,4,7.03438663482666,2.485702991485596,1.4413248300552368,0.0215083677321672
30,500,2,4,7.02675724029541,2.5744729042053223,1.445680856704712,0.0214584097266197
30,500,3,4,6.924332141876221,2.465420722961426,1.4195857048034668,0.0213754530996084
30,500,4,4,6.88451099395752,2.4906256198883057,1.4141013622283936,0.0240723863244056
31,500,1,4,7.519272804260254,2.519335985183716,1.4156960248947144,0.0238409601151943
31,500,2,4,7.229249477386475,2.6796884536743164,1.4135771989822388,0.0226892307400703
31,500,3,4,6.638646125793457,2.5329954624176025,1.411220908164978,0.019151272252202
31,500,4,4,6.724771499633789,2.4755396842956543,1.4074907302856443,0.0225690975785255
32,500,1,4,6.588330268859863,2.446225881576538,1.343904972076416,0.0254969634115695
32,500,2,4,6.894540786743164,2.583927631378174,1.3922088146209717,0.0221082679927349
32,500,3,4,7.278133392333984,2.6249656677246094,1.430808186531067,0.0182215999811887
32,500,4,4,6.767210006713867,2.4453892707824707,1.4046571254730225,0.0203193482011556
33,500,1,4,6.621670722961426,2.3257944583892822,1.3783506155014038,0.0214540101587772
33,500,2,4,6.691190719604492,2.51511025428772,1.399479627609253,0.0207270178943872
33,500,3,4,7.005215644836426,2.47674298286438,1.4164453744888306,0.0186089407652616
33,500,4,4,6.716464042663574,2.496554136276245,1.3759496212005615,0.020526360720396
