epoch,num_epochs,batch,num_batchs,TotalLoss_vae,TotalLoss_g,D_TotalLoss_g,D_TotalLoss_d
1,100,1,11,28.97627067565918,3.392104148864746,1.6714614629745483,0.689329981803894
1,100,2,11,23.82732963562012,3.4448580741882324,1.6351373195648191,0.6854809522628784
1,100,3,11,24.118497848510746,3.385648965835572,1.614759922027588,0.6824509501457214
1,100,4,11,23.85037422180176,3.251865863800049,1.592618703842163,0.6782553195953369
1,100,5,11,23.861846923828125,3.261209011077881,1.5891246795654297,0.6748430728912354
1,100,6,11,23.194963455200195,3.171213150024414,1.5728392601013184,0.6700630784034729
1,100,7,11,22.536096572875977,3.260021686553955,1.5593252182006836,0.6684454679489136
1,100,8,11,21.97831153869629,3.109741449356079,1.5473840236663818,0.6645059585571289
1,100,9,11,22.050556182861328,3.0655908584594727,1.526675820350647,0.6623106002807617
1,100,10,11,21.73214340209961,3.0300161838531494,1.51527738571167,0.6580661535263062
1,100,11,11,21.027870178222656,3.014965057373047,1.4997601509094238,0.6546724438667297
2,100,1,11,19.719125747680664,3.002523899078369,1.4902143478393557,0.6521366834640503
2,100,2,11,19.20279693603516,2.869246482849121,1.4843974113464355,0.6466532349586487
2,100,3,11,18.65582656860352,3.040931224822998,1.478342056274414,0.6425186395645142
2,100,4,11,17.701030731201172,2.9226770401000977,1.4553983211517334,0.6395930051803589
2,100,5,11,17.905790328979492,2.972648859024048,1.451451063156128,0.6319997310638428
2,100,6,11,17.874141693115234,2.948637008666992,1.437124729156494,0.6295022964477539
2,100,7,11,17.08073616027832,2.938877582550049,1.4183145761489868,0.6238548755645752
2,100,8,11,17.076763153076172,2.9086899757385254,1.413901448249817,0.6165357232093811
2,100,9,11,17.081235885620117,2.7524096965789795,1.4081515073776243,0.6154528260231018
2,100,10,11,17.464649200439453,2.8521921634674072,1.4025049209594729,0.6067099571228027
2,100,11,11,17.3526554107666,2.755788326263428,1.3851807117462158,0.6019077897071838
3,100,1,11,15.85782241821289,2.9101109504699707,1.381218433380127,0.5932000279426575
3,100,2,11,16.184505462646484,2.803211212158203,1.3642443418502808,0.5861192941665649
3,100,3,11,14.841667175292969,2.7066426277160645,1.3484983444213867,0.5780830383300781
3,100,4,11,14.202425003051758,2.723773717880249,1.3458521366119385,0.5733844041824341
3,100,5,11,14.02005100250244,2.658066987991333,1.3400752544403076,0.5621001720428467
3,100,6,11,13.94957160949707,2.788228988647461,1.3431432247161863,0.5494836568832397
3,100,7,11,13.442235946655272,2.7773354053497314,1.3239567279815674,0.5419560670852661
3,100,8,11,13.787933349609377,2.704580068588257,1.319135308265686,0.5343367457389832
