epoch,num_epochs,batch,num_batchs,TotalLoss_vae,TotalLoss_g,D_TotalLoss_g,D_TotalLoss_d
1,100,1,4,26.004121780395508,3.084835767745972,1.5961220264434814,0.6900718212127686
1,100,2,4,21.5957260131836,3.219151258468628,1.5652648210525513,0.6871694326400757
1,100,3,4,21.78677749633789,3.217037916183472,1.5607916116714478,0.6832671165466309
1,100,4,4,21.52088928222656,3.1220359802246094,1.5472865104675293,0.6798989176750183
2,100,1,4,20.295625686645508,3.045909881591797,1.5346271991729736,0.676367998123169
2,100,2,4,19.90069580078125,2.949892997741699,1.5303999185562134,0.6760939359664917
2,100,3,4,19.90568733215332,2.9668238162994385,1.5254535675048828,0.6741552948951721
2,100,4,4,19.91140365600586,2.906242847442627,1.5146911144256592,0.6713138818740845
3,100,1,4,19.25094223022461,2.967886209487915,1.5081697702407837,0.6677976846694946
3,100,2,4,18.880844116210938,2.7904772758483887,1.4980523586273191,0.66412353515625
3,100,3,4,19.159576416015625,2.9469125270843506,1.486462116241455,0.6605122089385986
3,100,4,4,18.13634490966797,2.796398162841797,1.4810590744018557,0.6562309265136719
4,100,1,4,17.80122184753418,2.967853546142578,1.4776041507720947,0.6508185267448425
4,100,2,4,16.953693389892578,2.7361092567443848,1.4663374423980713,0.6488804221153259
4,100,3,4,17.450550079345703,3.0683650970458984,1.4647523164749146,0.648667573928833
4,100,4,4,17.68975830078125,2.760085105895996,1.4512583017349243,0.6438412666320801
5,100,1,4,17.229177474975586,2.920251607894897,1.4401228427886963,0.6405130624771118
5,100,2,4,17.41061782836914,2.8643670082092285,1.4334516525268557,0.6326962113380432
5,100,3,4,17.566116333007812,2.836210489273072,1.442114233970642,0.6321355104446411
5,100,4,4,17.494537353515625,2.7833590507507324,1.4397614002227783,0.6272421479225159
6,100,1,4,16.598678588867188,2.7769923210144043,1.4293862581253052,0.6224410533905029
6,100,2,4,16.4255313873291,2.8707821369171143,1.4154136180877686,0.6145663857460022
