epoch,num_epochs,batch,num_batchs,TotalLoss_vae,TotalLoss_g,D_TotalLoss_g,D_TotalLoss_d
1,100,1,4,9.596166610717772,2.8693909645080566,1.5208523273468018,0.6961488723754883
1,100,2,4,9.025294303894045,3.011141777038574,1.510697603225708,0.6936942338943481
1,100,3,4,8.988069534301758,2.9106483459472656,1.5020382404327393,0.6914596557617188
1,100,4,4,9.085738182067873,2.7990314960479736,1.4998269081115725,0.6882845163345337
2,100,1,4,8.940278053283691,2.865307807922364,1.5001968145370483,0.6864519119262695
2,100,2,4,8.684257507324219,2.7963905334472656,1.4871597290039062,0.6831100583076477
2,100,3,4,8.784734725952148,2.786983013153076,1.4936473369598389,0.681738018989563
2,100,4,4,8.84409236907959,2.862117290496826,1.4986189603805542,0.6791037321090698
3,100,1,4,8.672036170959473,2.7732694149017334,1.4919116497039795,0.675462543964386
3,100,2,4,8.806480407714844,2.6939587593078613,1.4954999685287476,0.6737573146820068
3,100,3,4,8.697958946228027,2.7941761016845703,1.490590214729309,0.6692283153533936
3,100,4,4,8.635974884033203,2.713141202926636,1.4912331104278564,0.6662764549255371
4,100,1,4,8.551309585571289,2.8839569091796875,1.4941368103027344,0.6618502140045166
4,100,2,4,8.52139663696289,2.690958499908448,1.4912129640579224,0.6578114628791809
4,100,3,4,8.605799674987793,2.8488144874572754,1.49150288105011,0.6534876227378845
4,100,4,4,8.557534217834473,2.747713088989258,1.4953399896621704,0.6488208174705505
5,100,1,4,8.484339714050293,2.816988945007324,1.4917011260986328,0.6442002654075623
5,100,2,4,8.60233211517334,2.8469033241271973,1.499998927116394,0.6372941732406616
5,100,3,4,8.494255065917969,2.780879735946656,1.4983768463134766,0.6326492428779602
5,100,4,4,8.41918659210205,2.744580745697021,1.4978200197219849,0.6260465383529663
6,100,1,4,8.43108081817627,2.881736516952514,1.500478744506836,0.61976158618927
6,100,2,4,8.51398754119873,2.561052322387696,1.5057041645050049,0.6117961406707764
6,100,3,4,8.582077980041504,2.903215169906616,1.508901596069336,0.6048795580863953
6,100,4,4,8.250859260559082,2.752150058746338,1.49642813205719,0.5960055589675903
7,100,1,4,8.204361915588379,2.7923052310943604,1.5032786130905151,0.5875915288925171
7,100,2,4,8.3082914352417,2.743582963943481,1.504597306251526,0.5800387263298035
7,100,3,4,8.387977600097656,2.74940824508667,1.5063238143920898,0.5697730183601379
7,100,4,4,8.17007064819336,2.8832812309265137,1.5075799226760864,0.5633358955383301
8,100,1,4,7.904332160949707,2.615980625152588,1.4967758655548096,0.5515471696853638
8,100,2,4,8.394308090209961,2.755401372909546,1.5125434398651123,0.5420711040496826
8,100,3,4,8.176965713500977,2.7900612354278564,1.50871741771698,0.5271962285041809
8,100,4,4,8.249388694763184,2.7638049125671387,1.5166484117507937,0.517363429069519
9,100,1,4,8.408994674682617,2.8192925453186035,1.516289234161377,0.5012430548667908
9,100,2,4,7.990078926086426,2.7405927181243896,1.507798671722412,0.4925632774829864
9,100,3,4,7.958226680755615,2.691526412963867,1.4976896047592163,0.4810836911201477
9,100,4,4,7.927251815795898,2.6524481773376465,1.510233998298645,0.4719967842102051
10,100,1,4,8.02568531036377,2.696209192276001,1.4947564601898191,0.4605539441108703
10,100,2,4,7.875593662261963,2.8951454162597656,1.4945504665374756,0.449927270412445
10,100,3,4,8.145864486694336,2.5804808139801025,1.5032979249954224,0.4387075304985046
10,100,4,4,8.152840614318848,2.6262238025665283,1.5034222602844238,0.4157783985137939
11,100,1,4,7.994770050048828,2.8091840744018555,1.5055952072143557,0.4019880890846252
11,100,2,4,7.897546768188477,2.7130491733551025,1.501578450202942,0.3889298141002655
11,100,3,4,7.769684314727783,2.58619236946106,1.4922103881835938,0.3801854848861694
11,100,4,4,7.553426742553711,2.544001579284668,1.483499526977539,0.3672582805156708
12,100,1,4,8.197296142578125,2.853219985961914,1.5023624897003174,0.3518031537532806
12,100,2,4,7.739417552947998,2.669144868850708,1.4830886125564575,0.3417834043502807
12,100,3,4,7.69391393661499,2.620771884918213,1.4821287393569946,0.3233105540275574
12,100,4,4,7.98926305770874,2.7220706939697266,1.4820399284362793,0.3113773465156555
13,100,1,4,7.716198921203613,2.649241209030152,1.4747440814971924,0.2974678575992584
13,100,2,4,8.058496475219727,2.7995500564575195,1.4882140159606934,0.2822441458702087
13,100,3,4,7.7375688552856445,2.7362265586853027,1.4727811813354492,0.2732827067375183
13,100,4,4,7.745997428894043,2.598726749420166,1.4705041646957395,0.2595582008361816
14,100,1,4,7.693569183349609,2.6893177032470703,1.476521611213684,0.2445488572120666
14,100,2,4,7.694993495941162,2.668348789215088,1.4650163650512695,0.2300470471382141
14,100,3,4,7.479098796844482,2.670198440551758,1.4508684873580933,0.2222779691219329
14,100,4,4,7.668140411376953,2.5059781074523926,1.4551641941070557,0.2059155255556106
15,100,1,4,7.57861852645874,2.678760290145874,1.4413014650344849,0.1962098181247711
15,100,2,4,8.118532180786133,2.61688232421875,1.468066930770874,0.181944653391838
15,100,3,4,7.535274505615234,2.62873649597168,1.4488146305084229,0.1762887984514236
15,100,4,4,7.16859245300293,2.4962124824523926,1.430603265762329,0.1641576588153839
16,100,1,4,7.725322723388672,2.6846868991851807,1.4528236389160156,0.1541163623332977
16,100,2,4,7.549231052398682,2.527290105819702,1.4371483325958252,0.1492838263511657
16,100,3,4,7.591069221496582,2.6850953102111816,1.4473539590835571,0.1412578225135803
16,100,4,4,7.353935718536377,2.5377650260925293,1.434579610824585,0.1381467878818512
17,100,1,4,7.177036285400391,2.665318489074707,1.439736247062683,0.1319641470909118
17,100,2,4,7.667318344116211,2.546887159347534,1.433746337890625,0.120778702199459
17,100,3,4,7.375173091888428,2.71806001663208,1.4408658742904663,0.1154659017920494
17,100,4,4,8.0025053024292,2.529832363128662,1.4529998302459717,0.1087164729833602
18,100,1,4,7.416267395019531,2.69317626953125,1.429762840270996,0.1053843647241592
18,100,2,4,7.801310539245605,2.612111091613769,1.441887378692627,0.0999881476163864
18,100,3,4,7.249910354614258,2.7123968601226807,1.419428825378418,0.0988954380154609
18,100,4,4,7.32032585144043,2.454538345336914,1.441533088684082,0.0877778679132461
19,100,1,4,7.420373916625977,2.8295388221740723,1.4308900833129885,0.0841669738292694
19,100,2,4,7.283565521240234,2.4690170288085938,1.4295847415924072,0.0794684886932373
19,100,3,4,7.144143104553223,2.6003780364990234,1.4330295324325562,0.0771141201257705
19,100,4,4,7.4076337814331055,2.585148811340332,1.4427639245986938,0.0709108039736747
20,100,1,4,7.242008686065674,2.727156639099121,1.4214736223220823,0.0701164826750755
20,100,2,4,7.899801731109619,2.632254123687744,1.451885461807251,0.0634959414601326
20,100,3,4,7.434334754943848,2.8002095222473145,1.441154718399048,0.0614041537046432
20,100,4,4,7.526446342468262,2.5568809509277344,1.436457276344299,0.0630398690700531
21,100,1,4,7.437124729156494,2.6090099811553955,1.4362238645553589,0.0583365522325038
21,100,2,4,7.43935489654541,2.525614023208618,1.4474351406097412,0.0554532222449779
21,100,3,4,6.929814338684082,2.719295024871826,1.4188237190246582,0.0592420250177383
21,100,4,4,7.203969955444336,2.6026875972747803,1.4336912631988523,0.0511789619922637
22,100,1,4,7.643587112426758,2.674391508102417,1.4520694017410278,0.0469443649053573
22,100,2,4,7.093967437744141,2.5386862754821777,1.4413771629333496,0.0468800365924835
22,100,3,4,7.038229465484619,2.604419946670532,1.441160798072815,0.045439139008522
22,100,4,4,6.964056968688965,2.6243481636047363,1.42729389667511,0.049235425889492
23,100,1,4,7.547395706176758,2.561227798461914,1.446061134338379,0.0417413786053657
23,100,2,4,7.846648216247559,2.7169418334960938,1.4561288356781006,0.0413058623671531
23,100,3,4,6.747344017028809,2.386491537094116,1.4046417474746704,0.0448877289891243
23,100,4,4,7.128409862518311,2.6058714389801025,1.430317997932434,0.0421423763036727
24,100,1,4,6.908655643463135,2.554225444793701,1.4120609760284424,0.0411173179745674
24,100,2,4,7.029534339904785,2.4756078720092773,1.415830373764038,0.0396501868963241
24,100,3,4,7.414846420288086,2.740985631942749,1.4266066551208496,0.0376283414661884
24,100,4,4,7.035362720489502,2.531170606613159,1.4274076223373413,0.0365989543497562
25,100,1,4,6.892693996429443,2.483621120452881,1.4040334224700928,0.0388688445091247
25,100,2,4,6.779793739318848,2.5037548542022705,1.4165953397750854,0.0355763882398605
25,100,3,4,7.0592570304870605,2.6618480682373047,1.4196231365203855,0.0334125906229019
25,100,4,4,7.269520759582519,2.728484630584717,1.4314446449279783,0.0326125621795654
26,100,1,4,7.197487831115723,2.501565456390381,1.4092364311218262,0.0326573960483074
26,100,2,4,7.040637016296387,2.590817451477051,1.4049946069717407,0.0310343392193317
26,100,3,4,7.05512809753418,2.476668357849121,1.4142985343933103,0.0318711400032043
26,100,4,4,6.7618818283081055,2.4523394107818604,1.396087884902954,0.0330203063786029
27,100,1,4,6.837035179138184,2.553097724914551,1.4018634557724,0.0323187708854675
27,100,2,4,6.7856879234313965,2.4631686210632324,1.3785450458526611,0.0328269861638546
27,100,3,4,7.218088150024414,2.765552520751953,1.414081335067749,0.0284485891461372
27,100,4,4,7.066663265228272,2.4537107944488525,1.412246584892273,0.0276583265513181
28,100,1,4,7.12342643737793,2.64887809753418,1.410994291305542,0.0271713733673095
28,100,2,4,6.906308174133301,2.527534246444702,1.4011297225952148,0.0287756621837615
28,100,3,4,6.870119094848633,2.4263148307800293,1.405929446220398,0.0252236127853393
28,100,4,4,6.947952747344971,2.548655271530152,1.4020832777023315,0.0279150046408176
29,100,1,4,6.690052032470703,2.452620506286621,1.3830000162124634,0.0273717325180768
29,100,2,4,6.756321430206299,2.5658559799194336,1.407160997390747,0.0244461074471473
29,100,3,4,6.669169425964356,2.4271116256713867,1.3694734573364258,0.0298865977674722
29,100,4,4,6.814146041870117,2.4879446029663086,1.3998218774795532,0.0243232734501361
30,100,1,4,6.73609733581543,2.5386171340942383,1.3655738830566406,0.0274576433002948
30,100,2,4,6.64872932434082,2.5233662128448486,1.369139313697815,0.0258552879095077
30,100,3,4,6.676105499267578,2.4333200454711914,1.357469916343689,0.0281401760876178
30,100,4,4,6.975513935089111,2.5211737155914307,1.3854730129241943,0.0239708051085472
31,100,1,4,6.84516191482544,2.506071090698242,1.3821572065353394,0.0235301069915294
31,100,2,4,6.4955220222473145,2.4712018966674805,1.343261480331421,0.0269274935126304
31,100,3,4,6.910365581512451,2.58575177192688,1.3632161617279053,0.0243102759122848
31,100,4,4,6.750302314758301,2.48822021484375,1.3394348621368408,0.0272312276065349
32,100,1,4,6.513312339782715,2.573395252227783,1.343433856964111,0.025345230475068
32,100,2,4,6.692909240722656,2.619288444519043,1.3550540208816528,0.0229532662779092
32,100,3,4,7.013618469238281,2.6863927841186523,1.3811511993408203,0.0232290122658014
32,100,4,4,6.44584846496582,2.430702209472656,1.350312113761902,0.0217152778059244
33,100,1,4,6.877540588378906,2.4840099811553955,1.3674815893173218,0.0205446314066648
33,100,2,4,6.994511604309082,2.5841708183288574,1.3731358051300049,0.0206723846495151
33,100,3,4,6.484767436981201,2.4493842124938965,1.3434624671936035,0.0237235557287931
33,100,4,4,6.627749919891357,2.565643548965454,1.3395780324935913,0.0207125265151262
34,100,1,4,6.554661750793457,2.4786810874938965,1.3232074975967407,0.0237582195550203
34,100,2,4,6.911121368408203,2.704607486724853,1.381088137626648,0.0181945227086544
34,100,3,4,6.920944213867188,2.405046224594116,1.335136651992798,0.0203695092350244
34,100,4,4,6.506525993347168,2.575484037399292,1.3282452821731567,0.0209917370229959
35,100,1,4,6.618396759033203,2.398436546325684,1.3315528631210327,0.019539313390851
35,100,2,4,6.58762264251709,2.530285358428955,1.3316950798034668,0.020138444378972
35,100,3,4,6.847805976867676,2.591728687286377,1.3374149799346924,0.018993142992258
35,100,4,4,6.541991233825684,2.4738917350769043,1.3376219272613523,0.0190891288220882
36,100,1,4,7.523070335388184,2.6873908042907715,1.3462752103805542,0.0201884023845195
36,100,2,4,6.6372785568237305,2.4251863956451416,1.33063006401062,0.019972987473011
36,100,3,4,6.419870853424072,2.529164552688598,1.317178726196289,0.0177399665117263
36,100,4,4,6.431269645690918,2.548259735107422,1.3160881996154783,0.0177545174956321
37,100,1,4,6.356154441833496,2.474867343902588,1.3174794912338257,0.0182187128812074
37,100,2,4,6.741640567779541,2.647834300994873,1.3295133113861084,0.0187738686800003
