epoch,num_epochs,batch,num_batchs,train_loss,train_acc,train_speed,time
1,100,10,10,1.48515,0.33333,6738.3,2.2260916233062744
2,100,10,10,0.72645,0.75333,6039.5,2.483639001846313
3,100,10,10,0.36249,0.88667,5508.3,2.7231550216674805
4,100,10,10,0.10201,0.99333,5175.1,2.898472547531128
5,100,10,10,0.09477,0.98,4824.4,3.1091675758361816
6,100,10,10,0.04187,1.0,4494.8,3.3371729850769043
7,100,10,10,0.11673,0.95333,4235.3,3.54166841506958
8,100,10,10,0.16917,0.94,4017.5,3.733645677566528
9,100,10,10,0.19806,0.93333,3814.6,3.932255268096924
10,100,10,10,0.2133,0.92,3619.8,4.143911600112915
11,100,10,10,0.236,0.92,3434.1,4.367949485778809
12,100,10,10,0.15347,0.95333,3306.2,4.536980152130127
13,100,10,10,0.10107,0.95333,3170.0,4.731910467147827
14,100,10,10,0.04619,0.99333,2993.0,5.011680603027344
15,100,10,10,0.08789,0.97333,2860.4,5.244017601013184
16,100,10,10,0.09233,0.96667,2750.1,5.454422950744629
17,100,10,10,0.11308,0.96,2649.0,5.662427186965942
18,100,10,10,0.0454,0.99333,2559.3,5.860973834991455
19,100,10,10,0.05149,0.99333,2479.4,6.0499022006988525
20,100,10,10,0.02598,1.0,2384.7,6.290079116821289
21,100,10,10,0.02192,0.99333,2315.5,6.4781811237335205
22,100,10,10,0.01006,1.0,2246.1,6.678364038467407
23,100,10,10,0.02763,0.99333,2166.1,6.9248480796813965
24,100,10,10,0.03286,0.99333,2107.4,7.11793065071106
25,100,10,10,0.00773,1.0,2059.8,7.2823264598846436
26,100,10,10,0.00591,1.0,2008.0,7.470015048980713
27,100,10,10,0.00431,1.0,1950.0,7.692139625549316
28,100,10,10,0.00352,1.0,1886.5,7.951216459274292
29,100,10,10,0.00502,1.0,1825.8,8.21566653251648
30,100,10,10,0.01964,0.99333,1786.4,8.39672327041626
31,100,10,10,0.09582,0.96667,1746.7,8.587699174880981
32,100,10,10,0.06936,0.98,1703.0,8.808079719543457
33,100,10,10,0.03238,1.0,1659.0,9.041833877563477
34,100,10,10,0.0304,0.99333,1625.7,9.226765394210815
35,100,10,10,0.09326,0.96667,1588.8,9.44116711616516
36,100,10,10,0.03954,0.99333,1550.7,9.672752618789673
37,100,10,10,0.03455,0.99333,1521.8,9.85673451423645
38,100,10,10,0.01543,1.0,1491.0,10.06067967414856
39,100,10,10,0.04251,0.99333,1462.3,10.25803279876709
40,100,10,10,0.02795,0.99333,1431.2,10.480856657028198
41,100,10,10,0.02471,0.99333,1402.4,10.695915937423706
42,100,10,10,0.03148,0.99333,1371.4,10.937437772750854
43,100,10,10,0.00501,1.0,1345.2,11.151111364364624
44,100,10,10,0.00784,1.0,1321.4,11.351986408233644
45,100,10,10,0.00736,1.0,1284.7,11.67583680152893
46,100,10,10,0.00461,1.0,1254.9,11.953028440475464
47,100,10,10,0.00314,1.0,1234.3,12.152715921401978
48,100,10,10,0.00337,1.0,1214.0,12.356183528900146
49,100,10,10,0.00199,1.0,1193.3,12.570117950439451
50,100,10,10,0.00764,1.0,1172.0,12.79906678199768
51,100,10,10,0.0078,1.0,1153.3,13.005696773529053
52,100,10,10,0.01195,0.99333,1134.0,13.227955341339111
53,100,10,10,0.01058,1.0,1116.8,13.431456804275513
54,100,10,10,0.00528,1.0,1091.6,13.741409063339232
55,100,10,10,0.00403,1.0,1078.3,13.910406827926636
56,100,10,10,0.00426,1.0,1064.3,14.094282627105711
57,100,10,10,0.00246,1.0,1040.6,14.415154933929443
58,100,10,10,0.00191,1.0,1024.2,14.645522117614746
59,100,10,10,0.00297,1.0,1012.2,14.8195219039917
60,100,10,10,0.00163,1.0,998.9,15.015894174575806
61,100,10,10,0.00246,1.0,981.8,15.277602195739746
62,100,10,10,0.00167,1.0,965.8,15.53040099143982
63,100,10,10,0.00174,1.0,953.1,15.737684488296509
64,100,10,10,0.0099,0.99333,941.5,15.93131422996521
65,100,10,10,0.04365,0.98667,928.9,16.1482355594635
66,100,10,10,0.11011,0.98,915.0,16.393824338912964
67,100,10,10,0.14333,0.93333,905.6,16.563629627227783
68,100,10,10,0.12676,0.95333,894.4,16.770108461380005
69,100,10,10,0.4484,0.89333,882.0,17.007683753967285
70,100,10,10,0.18924,0.94667,865.9,17.322943687438965
71,100,10,10,0.12334,0.95333,855.4,17.535974264144897
72,100,10,10,0.03769,0.99333,846.4,17.72124409675598
73,100,10,10,0.06511,0.98,833.6,17.994910955429077
74,100,10,10,0.03286,0.98667,823.6,18.211621284484863
75,100,10,10,0.02033,0.99333,813.8,18.432154178619385
76,100,10,10,0.104,0.98667,805.2,18.62957763671875
77,100,10,10,0.03873,0.99333,796.3,18.836254358291622
78,100,10,10,0.07618,0.98,788.2,19.031224966049194
79,100,10,10,0.05251,0.96667,778.5,19.26735758781433
80,100,10,10,0.05471,0.99333,770.4,19.47158718109131
81,100,10,10,0.04305,0.98667,761.8,19.689297676086422
82,100,10,10,0.02381,0.99333,753.3,19.91203236579895
83,100,10,10,0.04814,0.97333,745.8,20.11349868774414
84,100,10,10,0.01854,1.0,738.0,20.326025247573853
85,100,10,10,0.00635,1.0,730.8,20.526402950286865
86,100,10,10,0.00422,1.0,723.9,20.72212028503418
87,100,10,10,0.00348,1.0,716.5,20.93381237983704
88,100,10,10,0.00465,1.0,707.8,21.19360661506653
89,100,10,10,0.00335,1.0,700.4,21.41718077659607
90,100,10,10,0.00231,1.0,693.0,21.6437566280365
91,100,10,10,0.00321,1.0,687.2,21.828895568847656
92,100,10,10,0.00242,1.0,680.5,22.04274010658264
93,100,10,10,0.00665,1.0,674.0,22.25630283355713
94,100,10,10,0.00208,1.0,667.8,22.461309671401978
95,100,10,10,0.00277,1.0,661.5,22.67636775970459
96,100,10,10,0.00421,1.0,655.6,22.879074335098267
97,100,10,10,0.00355,1.0,649.9,23.080962657928467
98,100,10,10,0.04175,0.99333,644.0,23.29128813743592
99,100,10,10,0.16922,0.95333,637.9,23.514233350753784
100,100,10,10,0.08332,0.98000,631.9,23.736449241638184
